read_id	ssu_model	ssu_strand	ssu_start	ssu_end	ssu_score	ssu_evalue	s58s_model	s58s_strand	s58s_start	s58s_end	s58s_score	s58s_evalue	s58e_model	s58e_strand	s58e_start	s58e_end	s58e_score	s58e_evalue	lsu_model	lsu_strand	lsu_start	lsu_end	lsu_score	lsu_evalue	full_start	full_end	its1_start	its1_end	its2_start	its2_end	selected_region	selected_start	selected_end
SRR21494940.367	1_SSU_Fungi_Ge_1_SSU_end_seven_long	+	1	29	30.9	0.00000016	2_5.8_Fungi_Ge_58S_start_zero_long	+	430	475	52.2	0.00000000000004	3_End_Fungi_Ge_58S_end_fourteenb_long	+	544	587	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	821	864	52.3	0.000000000000033	30	820	30	429	588	820	full	30	820
SRR21494940.498	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	25	27.7	0.0000016	2_5.8_Fungi_Ge_58S_start_onee_long	+	410	463	59.1	0.00000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	531	573	39.9	0.00000000024	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	804	848	60	0.00000000000000013	26	803	26	409	574	803	full	26	803
SRR21494940.584	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	429	475	51.6	0.000000000000063	3_End_Fungi_Ge_58S_end_fourteenb_long	+	544	588	49.6	0.00000000000023	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	821	865	60	0.00000000000000013	31	820	31	428	589	820	full	31	820
SRR21494940.826	1_SSU_Fungi_Ge_1_SSU_end_seven_long	+	1	31	29.6	0.00000042	2_5.8_Fungi_Ge_58S_start_onee_long	+	427	480	59.1	0.00000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	549	601	43.5	0.000000000018	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	830	874	60	0.00000000000000013	32	829	32	426	602	829	full	32	829
SRR21494940.429	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	422	463	46.3	0.0000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	532	575	43.4	0.00000000002	4_LSU_Fungi_Ge_4_LSU_start_elevenc_long	+	807	851	52.8	0.000000000000021	31	806	31	421	576	806	full	31	806
SRR21494940.633	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	425	469	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	582	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	857	52.9	0.00000000000002	31	812	31	424	583	812	full	31	812
SRR21494940.669	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	422	466	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	537	583	49.9	0.00000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	811	854	58.4	0.0000000000000004	32	810	32	421	584	810	full	32	810
SRR21494940.738	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	427	474	47.3	0.0000000000013	3_End_Fungi_Ge_58S_end_fourteenb_long	-	543	586	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	859	60	0.00000000000000013	32	814	32	426	587	814	full	32	814
SRR21494940.663	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	430	475	52.2	0.000000000000041	3_End_Fungi_Ge_58S_end_fourteenb_long	+	544	587	46.4	0.0000000000022	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	818	862	60	0.00000000000000013	31	817	31	429	588	817	full	31	817
SRR21494940.15	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	26	29.5	0.00000042	2_5.8_Fungi_Ge_58S_start_onee_long	+	421	465	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	535	578	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	857	60	0.00000000000000013	27	812	27	420	579	812	full	27	812
SRR21494940.698	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	31.5	0.000000099	2_5.8_Fungi_Cr_58S_start_long	-	430	481	48.5	0.0000000000005	3_End_Fungi_Ge_58S_end_fourteenb_long	-	550	593	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	824	868	60	0.00000000000000013	32	823	32	429	594	823	full	32	823
SRR21494940.990	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	442	487	52.2	0.000000000000041	3_End_Fungi_Ge_58S_end_fourteenb_long	-	556	599	46.2	0.0000000000027	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	830	874	58.2	0.00000000000000045	32	829	32	441	600	829	full	32	829
SRR21494940.468	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	427	472	51.6	0.000000000000061	3_End_Fungi_Ge_58S_end_fourteenb_long	-	541	584	49.5	0.00000000000024	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	816	860	60	0.00000000000000013	32	815	32	426	585	815	full	32	815
SRR21494940.662	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	429	474	50.6	0.00000000000012	3_End_Fungi_Ge_58S_end_fourteenb_long	+	542	586	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	861	51.9	0.000000000000041	31	815	31	428	587	815	full	31	815
SRR21494940.898	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	429	473	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	542	586	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	863	60	0.00000000000000013	31	818	31	428	587	818	full	31	818
SRR21494940.665	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	421	465	53.8	0.000000000000012	3_End_Fungi_Ge_58S_end_fourteenb_long	-	534	577	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	794	838	60	0.00000000000000013	32	793	32	420	578	793	full	32	793
SRR21494940.279	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	540	584	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	815	859	60	0.00000000000000013	31	814	31	426	585	814	full	31	814
SRR21494940.598	1_SSU_Fungi_Ge_1_SSU_end_ten_long	+	1	30	35.7	0.0000000051	2_5.8_Fungi_Ge_58S_start_onee_long	+	423	467	49.4	0.00000000000029	3_End_Fungi_Ge_58S_end_fourteenb_long	+	536	579	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	808	852	60	0.00000000000000013	31	807	31	422	580	807	full	31	807
SRR21494940.117	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_oneg_long	+	545	588	41.6	0.000000000081	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	860	60	0.00000000000000013	31	815	31	431	589	815	full	31	815
SRR21494940.53	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	47	78	39.2	0.00000000041	2_5.8_Fungi_Ge_58S_start_zero_long	-	470	515	51.7	0.000000000000057	3_End_Fungi_Ge_58S_end_fourteenb_long	-	584	628	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	859	903	60	0.00000000000000013	79	858	79	469	629	858	full	79	858
SRR21494940.611	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	33	0.000000035	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	586	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	863	60	0.00000000000000013	31	818	31	429	587	818	full	31	818
SRR21494940.733	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	431	476	51.8	0.000000000000052	3_End_Fungi_Ge_58S_end_fourteenb_long	+	545	588	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	822	865	52.3	0.000000000000033	31	821	31	430	589	821	full	31	821
SRR21494940.597	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	31	34.6	0.000000011	2_5.8_Fungi_Ge_58S_start_onee_long	-	423	467	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	536	579	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	799	843	60	0.00000000000000013	32	798	32	422	580	798	full	32	798
SRR21494940.577	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	416	460	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	529	571	45.4	0.0000000000046	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	799	843	55.5	0.0000000000000031	31	798	31	415	572	798	full	31	798
SRR21494940.488	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	29	33.6	0.000000022	2_5.8_Fungi_Ge_58S_start_onee_long	-	415	459	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	528	573	38.2	0.0000000008	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	805	849	60	0.00000000000000013	30	804	30	414	574	804	full	30	804
SRR21494940.251	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	585	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	860	60	0.00000000000000013	31	815	31	429	586	815	full	31	815
SRR21494940.670	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	37	79	39.8	0.00000000027	2_5.8_Fungi_Ge_58S_start_onee_long	-	482	526	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	595	639	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	868	912	60	0.00000000000000013	80	867	80	481	640	867	full	80	867
SRR21494940.352	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	26.1	0.0000051	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	546	590	51.1	0.000000000000079	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	826	870	60	0.00000000000000013	32	825	32	431	591	825	full	32	825
SRR21494940.473	1_SSU_Fungi_Ge_1_SSU_end_seven_long	-	1	30	31.8	0.000000086	2_5.8_Fungi_Ge_58S_start_onee_long	-	416	468	54.1	0.0000000000000099	3_End_Fungi_Ge_58S_end_fourteenb_long	-	529	579	49.8	0.0000000000002	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	809	852	54.5	0.0000000000000066	31	808	31	415	580	808	full	31	808
SRR21494940.281	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	443	487	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	552	596	54.6	0.0000000000000064	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	827	871	60	0.00000000000000013	31	826	31	442	597	826	full	31	826
SRR21494940.506	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	30.6	0.00000019	2_5.8_Fungi_Ge_58S_start_onee_long	+	421	465	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	534	578	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	812	856	60	0.00000000000000012	32	811	32	420	579	811	full	32	811
SRR21494940.780	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	589	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	820	864	60	0.00000000000000013	32	819	32	431	590	819	full	32	819
SRR21494940.31	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	32	26.6	0.0000036	2_5.8_Fungi_Ge_58S_start_onee_long	+	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	585	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	815	859	56.3	0.0000000000000017	33	814	33	430	586	814	full	33	814
SRR21494940.776	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	422	466	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	534	578	51.4	0.000000000000064	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	800	844	60	0.00000000000000013	32	799	32	421	579	799	full	32	799
SRR21494940.760	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	818	862	60	0.00000000000000013	31	817	31	429	588	817	full	31	817
SRR21494940.433	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	-	424	468	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	537	581	53.1	0.000000000000018	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	809	855	43.9	0.000000000014	31	808	31	423	582	808	full	31	808
SRR21494940.631	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	36.4	0.000000003	2_5.8_Fungi_Ge_58S_start_zero_long	+	434	480	52	0.000000000000044	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	588	49.6	0.00000000000023	4_LSU_Fungi_Ge_4_LSU_start_zeroc_long	+	823	868	42.5	0.000000000038	32	822	32	433	589	822	full	32	822
SRR21494940.208	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	425	469	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	581	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	809	855	53.7	0.000000000000011	31	808	31	424	582	808	full	31	808
SRR21494940.846	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	31	33.1	0.000000032	2_5.8_Fungi_Ge_58S_start_onee_long	+	426	470	55.2	0.0000000000000045	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	583	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	815	859	60	0.00000000000000013	32	814	32	425	584	814	full	32	814
SRR21494940.330	1_SSU_Fungi_Ge_1_SSU_end_seven_long	+	1	32	27.2	0.0000023	2_5.8_Fungi_Ge_58S_start_onee_long	+	423	467	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	536	580	53.4	0.000000000000014	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	812	856	56.6	0.0000000000000015	33	811	33	422	581	811	full	33	811
SRR21494940.271	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	425	470	52.2	0.000000000000039	3_End_Fungi_Ge_58S_end_oneg_long	+	539	584	40.6	0.00000000016	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	857	60	0.00000000000000013	31	812	31	424	585	812	full	31	812
SRR21494940.493	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	-	426	470	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	539	582	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	856	52.3	0.000000000000033	31	812	31	425	583	812	full	31	812
SRR21494940.959	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	435	479	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	546	589	43	0.000000000027	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	822	865	52.3	0.000000000000033	31	821	31	434	590	821	full	31	821
SRR21494940.568	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	582	41.9	0.000000000058	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	814	859	52.4	0.00000000000003	32	813	32	426	583	813	full	32	813
SRR21494940.937	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	30	30.1	0.00000028	2_5.8_Fungi_Ge_58S_start_onee_long	-	428	472	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	584	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	859	60	0.00000000000000013	31	814	31	427	585	814	full	31	814
SRR21494940.18	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	33	0.000000035	2_5.8_Fungi_Ge_58S_start_onee_long	+	409	462	59.1	0.00000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	526	568	38.8	0.00000000053	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	801	844	52.3	0.000000000000033	31	800	31	408	569	800	full	31	800
SRR21494940.610	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	434	480	51.8	0.000000000000051	3_End_Fungi_Ge_58S_end_fourteenb_long	-	549	593	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	820	864	60	0.00000000000000013	32	819	32	433	594	819	full	32	819
SRR21494940.593	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	433	478	52.2	0.000000000000041	3_End_Fungi_Ge_58S_end_fourteenb_long	-	547	589	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	817	861	60	0.00000000000000013	32	816	32	432	590	816	full	32	816
SRR21494940.4	1_SSU_Fungi_Ca_1_SSU_end_long	+	1	30	31.7	0.000000089	2_5.8_Fungi_Ge_58S_start_onee_long	+	427	471	49.4	0.00000000000029	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	582	49.3	0.00000000000028	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	856	52.3	0.000000000000033	31	812	31	426	583	812	full	31	812
SRR21494940.214	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	25	27.7	0.0000016	2_5.8_Fungi_Ge_58S_start_onee_long	+	425	470	53.2	0.000000000000018	3_End_Fungi_Ge_58S_end_fourteenb_long	+	540	584	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	814	858	60	0.00000000000000013	26	813	26	424	585	813	full	26	813
SRR21494940.722	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	429	473	55.2	0.0000000000000042	3_End_Fungi_Ge_58S_end_fourteenb_long	+	542	585	48.7	0.00000000000044	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	860	60	0.00000000000000013	31	815	31	428	586	815	full	31	815
SRR21494940.455	1_SSU_Fungi_Cr_1_SSU_end_long	+	1	31	38.9	0.0000000005	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	545	589	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	825	869	60	0.00000000000000013	32	824	32	431	590	824	full	32	824
SRR21494940.347	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	542	586	49.6	0.00000000000023	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	863	60	0.00000000000000013	31	818	31	431	587	818	full	31	818
SRR21494940.821	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	32	32.6	0.000000046	2_5.8_Fungi_Ge_58S_start_zero_long	-	436	481	42.9	0.000000000033	3_End_Fungi_Ge_58S_end_fourteenb_long	-	550	593	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	823	869	47.5	0.00000000000097	33	822	33	435	594	822	full	33	822
SRR21494940.642	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	546	590	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	818	861	54.5	0.0000000000000066	31	817	31	431	591	817	full	31	817
SRR21494940.660	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	429	473	57.1	0.0000000000000012	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	587	47.9	0.00000000000078	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	824	868	60	0.00000000000000013	32	823	32	428	588	823	full	32	823
SRR21494940.145	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	435	479	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	547	591	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	820	863	51.7	0.00000000000005	32	819	32	434	592	819	full	32	819
SRR21494940.422	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	426	470	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	583	51.6	0.000000000000054	4_LSU_Fungi_Ge_4_LSU_start_fortyfive_long	+	810	855	56.2	0.0000000000000018	31	809	31	425	584	809	full	31	809
SRR21494940.801	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	585	40.3	0.00000000018	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	814	858	60	0.00000000000000013	32	813	32	431	586	813	full	32	813
SRR21494940.404	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	28	31.5	0.0000001	2_5.8_Fungi_Ge_58S_start_zero_long	-	428	471	49.8	0.00000000000023	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	582	42.2	0.000000000045	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	857	60	0.00000000000000013	29	812	29	427	583	812	full	29	812
SRR21494940.571	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	34.6	0.000000011	2_5.8_Fungi_Ge_58S_start_onee_long	-	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	583	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	859	47.5	0.000000000001	32	814	32	426	584	814	full	32	814
SRR21494940.224	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	426	472	53.6	0.000000000000014	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	585	39.4	0.00000000034	4_LSU_Fungi_Ge_4_LSU_start_zerod_long	+	817	861	58.5	0.00000000000000038	31	816	31	425	586	816	full	31	816
SRR21494940.419	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	436	480	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	549	592	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	824	868	60	0.00000000000000013	31	823	31	435	593	823	full	31	823
SRR21494940.20	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	589	39.2	0.00000000041	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	825	869	60	0.00000000000000013	32	824	32	431	590	824	full	32	824
SRR21494940.227	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	589	51.4	0.000000000000064	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	859	60	0.00000000000000013	32	814	32	431	590	814	full	32	814
SRR21494940.906	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	428	472	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	583	45.4	0.0000000000046	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	814	861	52	0.000000000000039	31	813	31	427	584	813	full	31	813
SRR21494940.851	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	543	586	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	816	860	60	0.00000000000000013	32	815	32	429	587	815	full	32	815
